age,weight,height,gender,goal,level,steps,location,mon,tue,wed,thu,fri,sat,sun
43,89,189,M,Поддержание,Средний,4298,Зал,Шраги 3x12,Гиперэкстензия 3x15,Присед 4x10,Йога 30 мин,Растяжка 15 мин,Жим лёжа 4x8,Кардио 30 мин
20,86,179,M,Поддержание,Продвинутый,8332,Зал,Бег 20 мин,Бег 20 мин,Функционалка 30 мин,Растяжка 15 мин,Плавание 45 мин,Растяжка 15 мин,Тяга штанги в наклоне 4x10
51,73,176,M,Поддержание,Средний,4966,Зал,Плавание 45 мин,Тяга штанги в наклоне 4x10,Кардио 30 мин,Растяжка 15 мин,Гиперэкстензия 3x15,Растяжка 15 мин,Присед 4x10
32,88,160,M,Поддержание,Начинающий,6076,Зал,Шраги 3x12,Плавание 45 мин,Жим лёжа 4x8,Присед 4x10,Бег 20 мин,Жим лёжа 4x8,Шраги 3x12
42,64,189,M,Поддержание,Средний,10519,Зал,Йога 30 мин,Бег 20 мин,Йога 30 мин,Жим лёжа 4x8,Бег 20 мин,Растяжка 15 мин,Плавание 45 мин
44,65,169,F,Поддержание,Начинающий,11956,Зал,Бег 20 мин,Шраги 3x12,Тяга штанги в наклоне 4x10,Плавание 45 мин,Жим лёжа 4x8,Присед 4x10,Йога 30 мин
53,75,182,F,Поддержание,Начинающий,11678,Зал,Плавание 45 мин,Гиперэкстензия 3x15,Растяжка 15 мин,Кардио 30 мин,Йога 30 мин,Кардио 30 мин,Йога 30 мин
45,94,172,F,Поддержание,Средний,6929,Зал,Кардио 30 мин,Присед 4x10,Тяга штанги в наклоне 4x10,Присед 4x10,Плавание 45 мин,Тяга штанги в наклоне 4x10,Функционалка 30 мин
50,59,189,M,Поддержание,Средний,9847,Зал,Йога 30 мин,Жим лёжа 4x8,Растяжка 15 мин,Гиперэкстензия 3x15,Шраги 3x12,Тяга штанги в наклоне 4x10,Йога 30 мин
49,79,181,F,Поддержание,Начинающий,7776,Зал,Функционалка 30 мин,Плавание 45 мин,Плавание 45 мин,Кардио 30 мин,Бег 20 мин,Жим лёжа 4x8,Шраги 3x12
30,82,160,F,Поддержание,Продвинутый,5971,Зал,Функционалка 30 мин,Присед 4x10,Гиперэкстензия 3x15,Растяжка 15 мин,Гиперэкстензия 3x15,Жим лёжа 4x8,Тяга штанги в наклоне 4x10
24,59,177,F,Поддержание,Средний,4138,Зал,Растяжка 15 мин,Шраги 3x12,Йога 30 мин,Растяжка 15 мин,Шраги 3x12,Шраги 3x12,Кардио 30 мин
33,80,160,M,Поддержание,Продвинутый,11066,Зал,Функционалка 30 мин,Кардио 30 мин,Присед 4x10,Гиперэкстензия 3x15,Плавание 45 мин,Плавание 45 мин,Кардио 30 мин
18,93,193,M,Поддержание,Начинающий,11485,Зал,Плавание 45 мин,Функционалка 30 мин,Функционалка 30 мин,Функционалка 30 мин,Тяга штанги в наклоне 4x10,Шраги 3x12,Шраги 3x12
33,93,195,M,Поддержание,Начинающий,4989,Зал,Функционалка 30 мин,Присед 4x10,Растяжка 15 мин,Бег 20 мин,Жим лёжа 4x8,Тяга штанги в наклоне 4x10,Бег 20 мин
24,84,194,M,Поддержание,Начинающий,7136,Зал,Присед 4x10,Йога 30 мин,Гиперэкстензия 3x15,Йога 30 мин,Йога 30 мин,Плавание 45 мин,Шраги 3x12
53,84,166,F,Поддержание,Средний,7141,Зал,Гиперэкстензия 3x15,Шраги 3x12,Тяга штанги в наклоне 4x10,Кардио 30 мин,Гиперэкстензия 3x15,Гиперэкстензия 3x15,Жим лёжа 4x8
46,79,192,M,Поддержание,Продвинутый,4875,Зал,Присед 4x10,Плавание 45 мин,Йога 30 мин,Функционалка 30 мин,Растяжка 15 мин,Гиперэкстензия 3x15,Плавание 45 мин
52,67,160,M,Поддержание,Начинающий,4982,Зал,Гиперэкстензия 3x15,Функционалка 30 мин,Присед 4x10,Шраги 3x12,Шраги 3x12,Присед 4x10,Бег 20 мин
19,90,188,M,Поддержание,Начинающий,6992,Зал,Присед 4x10,Функционалка 30 мин,Присед 4x10,Плавание 45 мин,Шраги 3x12,Жим лёжа 4x8,Присед 4x10
53,87,174,F,Поддержание,Средний,9107,Зал,Функционалка 30 мин,Бег 20 мин,Кардио 30 мин,Присед 4x10,Присед 4x10,Бег 20 мин,Растяжка 15 мин
19,73,182,F,Поддержание,Начинающий,9855,Зал,Бег 20 мин,Функционалка 30 мин,Жим лёжа 4x8,Плавание 45 мин,Растяжка 15 мин,Функционалка 30 мин,Функционалка 30 мин
32,84,162,M,Поддержание,Средний,7682,Зал,Тяга штанги в наклоне 4x10,Функционалка 30 мин,Шраги 3x12,Гиперэкстензия 3x15,Растяжка 15 мин,Бег 20 мин,Функционалка 30 мин
47,90,189,F,Поддержание,Средний,6008,Зал,Йога 30 мин,Бег 20 мин,Плавание 45 мин,Шраги 3x12,Функционалка 30 мин,Тяга штанги в наклоне 4x10,Йога 30 мин
41,81,170,M,Поддержание,Продвинутый,6233,Зал,Функционалка 30 мин,Тяга штанги в наклоне 4x10,Тяга штанги в наклоне 4x10,Плавание 45 мин,Гиперэкстензия 3x15,Шраги 3x12,Кардио 30 мин
20,68,192,M,Поддержание,Продвинутый,5191,Зал,Гиперэкстензия 3x15,Кардио 30 мин,Йога 30 мин,Бег 20 мин,Йога 30 мин,Тяга штанги в наклоне 4x10,Йога 30 мин
33,85,166,M,Поддержание,Начинающий,6340,Зал,Плавание 45 мин,Тяга штанги в наклоне 4x10,Бег 20 мин,Шраги 3x12,Плавание 45 мин,Жим лёжа 4x8,Тяга штанги в наклоне 4x10
32,78,162,M,Поддержание,Продвинутый,10504,Зал,Кардио 30 мин,Йога 30 мин,Растяжка 15 мин,Шраги 3x12,Функционалка 30 мин,Растяжка 15 мин,Плавание 45 мин
24,92,187,F,Поддержание,Начинающий,6680,Зал,Тяга штанги в наклоне 4x10,Шраги 3x12,Присед 4x10,Растяжка 15 мин,Йога 30 мин,Кардио 30 мин,Шраги 3x12
47,55,180,M,Поддержание,Продвинутый,9750,Зал,Тяга штанги в наклоне 4x10,Бег 20 мин,Кардио 30 мин,Шраги 3x12,Присед 4x10,Плавание 45 мин,Гиперэкстензия 3x15
49,84,184,M,Поддержание,Начинающий,11828,Зал,Бег 20 мин,Кардио 30 мин,Гиперэкстензия 3x15,Шраги 3x12,Кардио 30 мин,Шраги 3x12,Тяга штанги в наклоне 4x10
47,70,191,M,Поддержание,Продвинутый,8149,Зал,Гиперэкстензия 3x15,Растяжка 15 мин,Гиперэкстензия 3x15,Плавание 45 мин,Присед 4x10,Бег 20 мин,Жим лёжа 4x8
38,83,178,F,Поддержание,Средний,4376,Зал,Йога 30 мин,Тяга штанги в наклоне 4x10,Шраги 3x12,Тяга штанги в наклоне 4x10,Плавание 45 мин,Гиперэкстензия 3x15,Кардио 30 мин
29,59,162,M,Поддержание,Средний,4030,Зал,Тяга штанги в наклоне 4x10,Бег 20 мин,Жим лёжа 4x8,Бег 20 мин,Гиперэкстензия 3x15,Шраги 3x12,Тяга штанги в наклоне 4x10
47,69,171,F,Поддержание,Начинающий,5437,Зал,Присед 4x10,Функционалка 30 мин,Функционалка 30 мин,Тяга штанги в наклоне 4x10,Функционалка 30 мин,Йога 30 мин,Функционалка 30 мин
48,93,162,F,Поддержание,Начинающий,5432,Зал,Растяжка 15 мин,Гиперэкстензия 3x15,Кардио 30 мин,Присед 4x10,Бег 20 мин,Присед 4x10,Плавание 45 мин
55,80,186,M,Поддержание,Средний,11474,Зал,Шраги 3x12,Бег 20 мин,Бег 20 мин,Функционалка 30 мин,Плавание 45 мин,Растяжка 15 мин,Бег 20 мин
18,56,170,M,Поддержание,Средний,11991,Зал,Тяга штанги в наклоне 4x10,Йога 30 мин,Бег 20 мин,Функционалка 30 мин,Йога 30 мин,Плавание 45 мин,Йога 30 мин
